"https://imgs.xkcd.com/comics/solar_system_cartogram.png","Solar System Cartogram","For sentimental reasons, every active Mars rover is counted as one person, although that's not enough to make Mars more than a dot."
"https://imgs.xkcd.com/comics/siri.png","Siri","Alexa defeated her in a battle hinging on the ability to set multiple timers."
"https://imgs.xkcd.com/comics/post_vaccine_party.png","Post-Vaccine Party","[Future update] Well, someone accidentally dropped an M&M in their cup of ice water, and we all panicked and scattered."
"https://imgs.xkcd.com/comics/circles.png","Circles","( MSTE ( AR ) CD )"
"https://imgs.xkcd.com/comics/geothmetic_meandian.png","Geothmetic Meandian","Pythagorean means are nice and all, but throwing the median in the pot is really what turns this into random forest statistics: applying every function you can think of, and then gradually dropping the ones that make the result worse."
"https://imgs.xkcd.com/comics/vaccine_guidance.png","Vaccine Guidance","I can't wait until I'm fully vaccinated and can safely send chat messages in all caps again."
"https://imgs.xkcd.com/comics/mars_rovers.png","Mars Rovers","I just Googled 'roomba sojourner mod' and was sorely disappointed. Be the change, I guess!"
"https://imgs.xkcd.com/comics/manage_your_preferences.png","Manage Your Preferences","Manage cookies related to essential site functions, such as keeping Atrus and his sons imprisoned within the page."
"https://imgs.xkcd.com/comics/leap_year_2021.png","Leap Year 2021","I've lived in the present for my whole life and I'm not about to move now."
"https://imgs.xkcd.com/comics/post_pandemic_hat.png","Post-Pandemic Hat","Plus a shirt that says ""it feels like you're making eye contact."""
"https://imgs.xkcd.com/comics/exposure_models.png","Exposure Models","""Cumulative number of coronavirus spreadsheets created over time"" is a spreadsheet I am coming dangerously close to creating."
"https://imgs.xkcd.com/comics/mars_landing_video.png","Mars Landing Video","The best part of crashing a Mars briefing is you can get in a full 11 minutes of questions before they can start to respond."
"https://imgs.xkcd.com/comics/perseverance_microphones.png","Perseverance Microphones","If the first audio they downlink is from the descent, we probably won't be able to hear anything over the sound of the rover screaming."
"https://imgs.xkcd.com/comics/animal_songs.png","Animal Songs","Dr. Fauci is not permitted to have a cat, because as director of the National Institute of Allergy and Infectious Diseases, his petting one would be considered giving aid and comfort to an allergen."
"https://imgs.xkcd.com/comics/mrna_vaccine.png","mRNA Vaccine","To ensure lasting immunity, doctors recommend destroying a second Death Star some time after the first."
"https://imgs.xkcd.com/comics/normal_conversation.png","Normal Conversation","""I think I'll pass. These days I have a hard time feeling comfortable in crowded bars with loud music and lots of shouting."" --me, after the pandemic, but now for a second reason"
"https://imgs.xkcd.com/comics/project_orion.png","Project Orion","If you tune out again, when you tune back in you'll be hearing about dusty plasma fission fragment rockets."
"https://imgs.xkcd.com/comics/vaccine_ordering.png","Vaccine Ordering","You know what they say: mRNA-1273 before tozinameran, you'll have to slay a banshee in a catamaran."
"https://imgs.xkcd.com/comics/tower_of_babel.png","Tower of Babel","Soon, linguists will be wandering around everywhere, saying things like ""colorless green ideas sleep furiously"" and ""more people have been to Russia than I have,"" and speech will become unintelligible."
"https://imgs.xkcd.com/comics/appliances.png","Appliances","If you had an oven bag and a dryer that runs unusually hot, I guess you could in theory make tumbled eggs."
"https://imgs.xkcd.com/comics/hug_count.png","Hug Count","I've never been that big of a hug person, but it turns out I'm not quite this small of a hug person either."
"https://imgs.xkcd.com/comics/metacarcinization.png","Metacarcinization","Scientists still don't know how marine biologists manage to so consistently bring up whalefall ecosystems, when relevant conversational openings are so few and far between."
"https://imgs.xkcd.com/comics/1_1000th_scale_world.png","1/1,000th Scale World","We're worried that a regular whale will get into a 30-foot-deep ocean trench section and filter-feed on all the tiny whales."
"https://imgs.xkcd.com/comics/trash_compactor_party.png","Trash Compactor Party","What an incredible smell you've discovered."
"https://imgs.xkcd.com/comics/allow_captcha.png","Allow Captcha","To prove you're human, please click all the number pairs that appear together in your Social Security number."
"https://imgs.xkcd.com/comics/solar_system_compression_artifacts.png","Solar System Compression Artifacts","Most of our universe consists of dark matter rendered completely undetectable by our spacetime codec's dynamic range issues."
"https://imgs.xkcd.com/comics/pulsar_analogy.png","Pulsar Analogy","The #2 cause of astronomer hand injuries is trying to do vector math when the second axis points off to the right."
"https://imgs.xkcd.com/comics/1_100000th_scale_world.png","1/100,000th Scale World","The floor should be slightly curved, but we haven't figured out artificial gravity yet, so for now we just added a trace intoxicating gas to the air that messes with your inner ear and gives you a sense that the ground is tilting away from you."
"https://imgs.xkcd.com/comics/1_10000th_scale_world.png","1/10,000th Scale World","OCEAN PLAY AREA RULES: No running, no horseplay, no megatsunamis, and no trying to pry the wreck of the Titanic off the bottom."
"https://imgs.xkcd.com/comics/apple_growers.png","Apple Growers","Hopefully in a couple of weeks we'll be able to resume our apple-focused updates, because we have SO MUCH to say about Cosmic Crisp."
"https://imgs.xkcd.com/comics/steepen_the_curve.png","Steepen the Curve","1. Flatten the curve. 2. Steepen the curve. 3. Hang out."
"https://imgs.xkcd.com/comics/egg_strategies.png","Egg Strategies","Neutral Evil is for people who like keeping the weight nicely centered in the carton, but also hate everyone else who wants that."
"https://imgs.xkcd.com/comics/depth_and_breadth.png","Depth and Breadth","A death-first search is when you lose your keys and travel to the depths of hell to find them, and then if they're not there you start checking your coat pockets."
"https://imgs.xkcd.com/comics/viral_vector_immunity.png","Viral Vector Immunity","We've secretly replaced this customer's instant coffee with our patented substitute. Let's see what she ... uh oh, I think she spotted us through the window. Now she's getting something from the closet ... oh jeez, she has a sword! Run!!"
"https://imgs.xkcd.com/comics/flash_gatsby.png","Flash Gatsby","Protip: At midnight your excuse for not having read The Great Gatsby can switch from ""I'm worried about violating copyright"" to ""I think my copy requires Flash."""
"https://imgs.xkcd.com/comics/first_thing.png","First Thing","Then I'm going to go on a weeks-long somatic hypermutation bender, producing ever-more targeted antibodies, while I continue to remain distanced and follow guidance from public health authorities."
"https://imgs.xkcd.com/comics/wrapping_paper.png","Wrapping Paper","Wow, rude of you to regift literally every gift that you or anyone else has ever received."
"https://imgs.xkcd.com/comics/into_my_veins.png","Into My Veins","""Okay, for the last time, the shot is free, so we can't--"" ""Shut up and take my money!"""
"https://imgs.xkcd.com/comics/conjunction.png","Conjunction","The IAU is sad to announce that at 00:39 UTC on December 22nd, Jupiter and Saturn did unfortunately come into contact, and appear to have blooped together."
"https://imgs.xkcd.com/comics/statistics.png","Statistics","We reject the null hypothesis based on the 'hot damn, check out this chart' test."
"https://imgs.xkcd.com/comics/2020_election_map.png","2020 Election Map","There are more Trump voters in California than Texas, more Biden voters in Texas than New York, more Trump voters in New York than Ohio, more Biden voters in Ohio than Massachusetts, more Trump voters in Massachusetts than Mississippi, and more Biden voters in Mississippi than Vermont."
"https://imgs.xkcd.com/comics/vaccine_tracker.png","Vaccine Tracker","*refresh* Aww, still in Kalamazoo. *refresh* Aww, still in Kalamazoo."
"https://imgs.xkcd.com/comics/i_just_dont_trust_them.png","I Just Don't Trust Them","I believe in getting immunity the old-fashioned way: By letting a bat virus take control of my lungs and turn my face into a disgusting plague fountain while my immune system desperately Googles 'how to make spike protein antibodies'."
"https://imgs.xkcd.com/comics/wonder_woman_1984.png","Wonder Woman 1984","'Wait, why would you think a movie set in 1984 would do drive-ins as a retro promotion?' 'You know, 80s stuff. Drive-in movies. Britney Spears doing the hustle. Elvis going on Ed Sullivan and showing off his pog collection.' 'What year were you born, again?'"
"https://imgs.xkcd.com/comics/covid_precaution_level.png","Covid Precaution Level","It's frustrating to calibrate your precautions when there's only one kind of really definitive feedback you can get, you can only get it once, and when you do it's too late."
"https://imgs.xkcd.com/comics/contiguous_41_states.png","Contiguous 41 States","Linguists, settling some inscrutable grudge, have been steadily sneaking more backdated synonyms for 'sharing borders' into the dictionary. They've added 'contiguous,' 'coterminous,' 'conterminous,' and next year they're adding 'conterguous.'"
"https://imgs.xkcd.com/comics/presidential_middle_names.png","Presidential Middle Names","The bottom of the list remains unchanged. Poor Rutherford Birchard Hayes."
"https://imgs.xkcd.com/comics/cyber_cafe.png","Cyber Cafe","Since we haven't really settled on a name for those online hangout/work spaces that try to recreate the experience of cafes, and I love confusion, I'm going to start calling them 'cyber cafes' or 'internet cafes.'"
"https://imgs.xkcd.com/comics/life_before_the_pandemic.png","Life Before the Pandemic","I can't wait until this is all over and I can go back to riding my horse through the mall."
"https://imgs.xkcd.com/comics/linguists.png","Linguists","""Do you feel like the answer depends on whether you're currently in the hole, versus when you refer to the events later after you get out? Assuming you get out."""
"https://imgs.xkcd.com/comics/unread.png","Unread","I'll never install a smart home smoke detector. It's not that I don't trust the software--it's that all software eventually becomes email, and I know how I am with email."
"https://imgs.xkcd.com/comics/viral_quiz_identity_theft.png","Viral Quiz Identity Theft","[scrolling through a giant spreadsheet of transcribed data] 'Wow, a surprising number of users grew up at 420 69th St.' 'Yeah, must be a high-rise or something.'"
"https://imgs.xkcd.com/comics/blair_witch.png","Blair Witch","""Are you concerned the witches won't breed in captivity?"" ""Honestly, we're more concerned that they WILL. We don't know what it involves, but our biologists theorize that it's 'harrowing.'"""
"https://imgs.xkcd.com/comics/ten_years.png","Ten Years","The ten-year cancerversary is traditionally the Cursed Artifact Granting Immortality anniversary."
"https://imgs.xkcd.com/comics/final_exam.png","Final Exam","For those of you also taking Game Theory, your grade in that class will be based on how close your grade on this exam is to 80% of the average."
"https://imgs.xkcd.com/comics/set_in_the_present.png","Set in the Present","She referenced Billie Eilish, so this must be getting pretty close to the pandemic. But we've seen the last two years in-universe, so if it's set in the future, they must be in at least 2023 by now. [*adds thumbtacks and string to wall*]"
"https://imgs.xkcd.com/comics/electoral_precedent_2020.png","Electoral Precedent 2020","He also broke the streak that incumbents with websites are unbeatable and Delawareans can't win, creating a new precedent: Only someone from Delaware can defeat an incumbent with a website."
"https://imgs.xkcd.com/comics/ballot_tracker_tracker.png","Ballot Tracker Tracker","Good luck to Democrats in the upcoming Georgia runoff elections, and to the Google Sheets SREs in the current run-on elections."
"https://imgs.xkcd.com/comics/the_true_name_of_the_bear.png","The True Name of the Bear","Thank you to Gretchen McCulloch for fielding this question, and sorry that as a result the world's foremost internet linguist has been devoured by the brown one. She will be missed."
"https://imgs.xkcd.com/comics/election_impact_score_sheet.png","Election Impact Score Sheet","You might think most people you know are reliable voters, or that your nudge won't convince them, and you will usually be right. But some small but significant percentage of the time, you'll be wrong, and that's why this works."
"https://imgs.xkcd.com/comics/probability_comparisons.png","Probability Comparisons","Call me, MAYBE."
